layer_name,layer_idx,class_i,class_j,cosine_similarity
conv_layers.0,0,9,10,0.2598746716976166
conv_layers.0,0,9,11,0.2673640549182892
conv_layers.0,0,9,12,0.05135274678468704
conv_layers.0,0,9,13,0.0919395238161087
conv_layers.0,0,9,14,0.2286994308233261
conv_layers.0,0,9,15,0.2927086353302002
conv_layers.0,0,9,16,0.2608779966831207
conv_layers.0,0,9,17,0.25955483317375183
conv_layers.0,0,9,18,0.17364376783370972
conv_layers.0,0,9,19,0.6027985215187073
conv_layers.0,0,9,20,0.028970951214432716
conv_layers.0,0,9,21,0.43246251344680786
conv_layers.0,0,9,22,0.2084210366010666
conv_layers.0,0,9,23,0.2835657000541687
conv_layers.0,0,9,24,0.04633885994553566
conv_layers.0,0,9,25,0.20144818723201752
conv_layers.0,0,9,26,0.29368603229522705
conv_layers.0,0,9,27,0.08618666231632233
conv_layers.0,0,9,28,0.0012097526341676712
conv_layers.0,0,9,29,0.04368816688656807
conv_layers.0,0,9,30,0.24667201936244965
conv_layers.0,0,9,31,0.05897398293018341
conv_layers.0,0,9,32,0.07605899125337601
conv_layers.0,0,9,33,0.18874508142471313
conv_layers.0,0,9,34,0.03452610224485397
conv_layers.0,0,9,35,0.2242717295885086
conv_layers.0,0,9,36,0.24584919214248657
conv_layers.0,0,9,37,0.07432693243026733
conv_layers.0,0,9,38,0.15338264405727386
conv_layers.0,0,9,39,0.3490222692489624
conv_layers.0,0,9,40,0.5456883907318115
conv_layers.0,0,9,41,0.09143687784671783
conv_layers.0,0,9,42,0.3713444769382477
conv_layers.0,0,10,0,0.6498592495918274
conv_layers.0,0,10,1,0.23478245735168457
conv_layers.0,0,10,2,0.2352631390094757
conv_layers.0,0,10,3,0.3868088722229004
conv_layers.0,0,10,4,0.6048200130462646
conv_layers.0,0,10,5,0.35440540313720703
conv_layers.0,0,10,6,0.09248717874288559
conv_layers.0,0,10,7,0.2946776747703552
conv_layers.0,0,10,8,0.07453534752130508
conv_layers.0,0,10,9,0.2598746716976166
conv_layers.0,0,10,11,0.49814364314079285
conv_layers.0,0,10,12,0.11187567561864853
conv_layers.0,0,10,13,0.15266086161136627
conv_layers.0,0,10,14,0.6246027946472168
conv_layers.0,0,10,15,0.2643653452396393
conv_layers.0,0,10,16,0.40442439913749695
conv_layers.0,0,10,17,0.48484718799591064
conv_layers.0,0,10,18,0.7827096581459045
conv_layers.0,0,10,19,0.15027642250061035
conv_layers.0,0,10,20,0.3640245497226715
conv_layers.0,0,10,21,0.08705677092075348
conv_layers.0,0,10,22,0.6079404354095459
conv_layers.0,0,10,23,0.17442964017391205
conv_layers.0,0,10,24,0.10512546449899673
conv_layers.0,0,10,25,0.510258138179779
conv_layers.0,0,10,26,0.31092220544815063
conv_layers.0,0,10,27,0.06988562643527985
conv_layers.0,0,10,28,0.6165338158607483
conv_layers.0,0,10,29,0.3350103199481964
conv_layers.0,0,10,30,0.7124005556106567
conv_layers.0,0,10,31,0.8261658549308777
conv_layers.0,0,10,32,0.1961028128862381
conv_layers.0,0,10,33,0.2889765799045563
conv_layers.0,0,10,34,0.025100309401750565
conv_layers.0,0,10,35,0.2508539855480194
conv_layers.0,0,10,36,0.15427768230438232
conv_layers.0,0,10,37,0.4813656210899353
conv_layers.0,0,10,38,0.04414640739560127
conv_layers.0,0,10,39,0.27552419900894165
conv_layers.0,0,10,40,0.0811442956328392
conv_layers.0,0,10,41,0.23129957914352417
conv_layers.0,0,10,42,0.7895854711532593
conv_layers.0,0,11,0,0.6519232988357544
conv_layers.0,0,11,1,0.3458138704299927
conv_layers.0,0,11,2,0.030328890308737755
conv_layers.0,0,11,3,0.6598769426345825
conv_layers.0,0,11,4,0.3162430226802826
conv_layers.0,0,11,5,0.2713327705860138
conv_layers.0,0,11,6,0.44369930028915405
conv_layers.0,0,11,7,0.7592006921768188
